,Date reported,Generation,Group,Subgroup,Number of errors,Special training
0,1935,1,Trained,Trained,32,0
1,1935,1,Trained,Trained,50,0
2,1935,1,Trained,Trained,58,0
3,1935,1,Trained,Trained,70,0
4,1935,1,Trained,Trained,151,1
5,1935,2,Trained,Trained,21,0
6,1935,2,Trained,Trained,24,0
7,1935,2,Trained,Trained,28,0
8,1935,2,Trained,Trained,28,0
9,1935,2,Trained,Trained,34,0
10,1935,2,Trained,Trained,38,0
11,1935,2,Trained,Trained,40,0
12,1935,2,Trained,Trained,40,0
13,1935,2,Trained,Trained,42,0
14,1935,2,Trained,Trained,46,0
15,1935,2,Trained,Trained,54,0
16,1935,2,Trained,Trained,71,0
17,1935,2,Trained,Trained,88,0
18,1935,2,Trained,Trained,151,1
19,1935,2,Trained,Trained,151,1
20,1935,2,Control,Control,24,0
21,1935,2,Control,Control,30,0
22,1935,2,Control,Control,35,0
23,1935,2,Control,Control,36,0
24,1935,2,Control,Control,36,0
25,1935,2,Control,Control,37,0
26,1935,2,Control,Control,56,0
27,1935,3,Trained,Trained,11,0
28,1935,3,Trained,Trained,14,0
29,1935,3,Trained,Trained,20,0
30,1935,3,Trained,Trained,25,0
31,1935,3,Trained,Trained,26,0
32,1935,3,Trained,Trained,30,0
33,1935,3,Trained,Trained,32,0
34,1935,3,Trained,Trained,32,0
35,1935,3,Trained,Trained,35,0
36,1935,3,Trained,Trained,36,0
37,1935,3,Trained,Trained,38,0
38,1935,3,Trained,Trained,38,0
39,1935,3,Trained,Trained,41,0
40,1935,3,Trained,Trained,42,0
41,1935,3,Trained,Trained,42,0
42,1935,3,Trained,Trained,51,0
43,1935,3,Trained,Trained,54,0
44,1935,3,Trained,Trained,54,0
45,1935,3,Trained,Trained,54,0
46,1935,3,Trained,Trained,58,0
47,1935,3,Trained,Trained,69,0
48,1935,3,Trained,Trained,98,0
49,1935,3,Trained,Trained,121,0
50,1935,3,Trained,Trained,151,1
51,1935,3,Trained,Trained,151,1
52,1935,3,Control,Control,17,0
53,1935,3,Control,Control,20,0
54,1935,3,Control,Control,22,0
55,1935,3,Control,Control,27,0
56,1935,3,Control,Control,28,0
57,1935,3,Control,Control,29,0
58,1935,3,Control,Control,32,0
59,1935,3,Control,Control,33,0
60,1935,3,Control,Control,34,0
61,1935,3,Control,Control,39,0
62,1935,3,Control,Control,42,0
63,1935,3,Control,Control,45,0
64,1935,3,Control,Control,47,0
65,1935,3,Control,Control,53,0
66,1935,3,Control,Control,65,0
67,1935,3,Control,Control,67,0
68,1935,3,Control,Control,151,1
69,1935,3,Control,Control,151,1
70,1935,3,Control,Control,151,1
71,1935,3,Control,Control,151,1
72,1935,3,Control,Control,151,1
73,1935,3,Control,Control,151,1
74,1935,3,Control,Control,151,1
75,1935,3,Control,Control,151,1
76,1935,4,Trained,Trained,18,0
77,1935,4,Trained,Trained,18,0
78,1935,4,Trained,Trained,19,0
79,1935,4,Trained,Trained,20,0
80,1935,4,Trained,Trained,23,0
81,1935,4,Trained,Trained,24,0
82,1935,4,Trained,Trained,24,0
83,1935,4,Trained,Trained,25,0
84,1935,4,Trained,Trained,27,0
85,1935,4,Trained,Trained,31,0
86,1935,4,Trained,Trained,36,0
87,1935,4,Trained,Trained,51,0
88,1935,4,Trained,Trained,62,0
89,1935,4,Trained,Trained,65,0
90,1935,4,Trained,Trained,81,0
91,1935,4,Trained,Trained,123,0
92,1935,4,Trained,Trained,136,0
93,1935,4,Trained,Trained,151,1
94,1935,4,Trained,Trained,151,1
95,1935,4,Control,Control,12,0
96,1935,4,Control,Control,15,0
97,1935,4,Control,Control,18,0
98,1935,4,Control,Control,18,0
99,1935,4,Control,Control,21,0
100,1935,4,Control,Control,27,0
101,1935,4,Control,Control,28,0
102,1935,4,Control,Control,29,0
103,1935,4,Control,Control,29,0
104,1935,4,Control,Control,30,0
105,1935,4,Control,Control,31,0
106,1935,4,Control,Control,34,0
107,1935,4,Control,Control,36,0
108,1935,4,Control,Control,42,0
109,1935,4,Control,Control,45,0
110,1935,4,Control,Control,56,0
111,1935,4,Control,Control,72,0
112,1935,4,Control,Control,78,0
113,1935,4,Control,Control,80,0
114,1935,4,Control,Control,94,0
115,1935,4,Control,Control,134,0
116,1935,4,Control,Control,143,0
117,1935,4,Control,Control,151,1
118,1935,5,Trained,Trained,2,0
119,1935,5,Trained,Trained,21,0
120,1935,5,Trained,Trained,24,0
121,1935,5,Trained,Trained,25,0
122,1935,5,Trained,Trained,27,0
123,1935,5,Trained,Trained,31,0
124,1935,5,Trained,Trained,31,0
125,1935,5,Trained,Trained,34,0
126,1935,5,Trained,Trained,35,0
127,1935,5,Trained,Trained,39,0
128,1935,5,Trained,Trained,44,0
129,1935,5,Trained,Trained,45,0
130,1935,5,Trained,Trained,48,0
131,1935,5,Trained,Trained,60,0
132,1935,5,Trained,Trained,60,0
133,1935,5,Trained,Trained,67,0
134,1935,5,Trained,Trained,79,0
135,1935,5,Trained,Trained,87,0
136,1935,5,Trained,Trained,99,0
137,1935,5,Trained,Trained,142,0
138,1935,5,Trained,Trained,151,1
139,1935,5,Trained,Trained,151,1
140,1935,5,Control,Control,17,0
141,1935,5,Control,Control,23,0
142,1935,5,Control,Control,28,0
143,1935,5,Control,Control,29,0
144,1935,5,Control,Control,29,0
145,1935,5,Control,Control,32,0
146,1935,5,Control,Control,32,0
147,1935,5,Control,Control,35,0
148,1935,5,Control,Control,35,0
149,1935,5,Control,Control,35,0
150,1935,5,Control,Control,38,0
151,1935,5,Control,Control,40,0
152,1935,5,Control,Control,43,0
153,1935,5,Control,Control,45,0
154,1935,5,Control,Control,48,0
155,1935,5,Control,Control,49,0
156,1935,5,Control,Control,50,0
157,1935,5,Control,Control,52,0
158,1935,5,Control,Control,122,0
159,1935,5,Control,Control,151,1
160,1942,6,Trained,Trained,18,0
161,1942,6,Trained,Trained,19,0
162,1942,6,Trained,Trained,20,0
163,1942,6,Trained,Trained,20,0
164,1942,6,Trained,Trained,24,0
165,1942,6,Trained,Trained,26,0
166,1942,6,Trained,Trained,29,0
167,1942,6,Trained,Trained,29,0
168,1942,6,Trained,Trained,29,0
169,1942,6,Trained,Trained,30,0
170,1942,6,Trained,Trained,32,0
171,1942,6,Trained,Trained,33,0
172,1942,6,Trained,Trained,37,0
173,1942,6,Trained,Trained,41,0
174,1942,6,Trained,Trained,43,0
175,1942,6,Trained,Trained,43,0
176,1942,6,Trained,Trained,45,0
177,1942,6,Trained,Trained,56,0
178,1942,6,Trained,Trained,70,0
179,1942,6,Trained,Trained,151,1
180,1942,6,Trained,Trained,151,1
181,1942,6,Trained,Trained,151,1
182,1942,6,Control,Control,3,0
183,1942,6,Control,Control,5,0
184,1942,6,Control,Control,8,0
185,1942,6,Control,Control,9,0
186,1942,6,Control,Control,13,0
187,1942,6,Control,Control,13,0
188,1942,6,Control,Control,17,0
189,1942,6,Control,Control,19,0
190,1942,6,Control,Control,20,0
191,1942,6,Control,Control,22,0
192,1942,6,Control,Control,23,0
193,1942,6,Control,Control,25,0
194,1942,6,Control,Control,27,0
195,1942,6,Control,Control,27,0
196,1942,6,Control,Control,28,0
197,1942,6,Control,Control,30,0
198,1942,6,Control,Control,31,0
199,1942,6,Control,Control,33,0
200,1942,6,Control,Control,47,0
201,1942,6,Control,Control,66,0
202,1942,6,Control,Control,97,0
203,1942,6,Control,Control,151,1
204,1942,7,Trained,Trained,0,0
205,1942,7,Trained,Trained,3,0
206,1942,7,Trained,Trained,16,0
207,1942,7,Trained,Trained,16,0
208,1942,7,Trained,Trained,18,0
209,1942,7,Trained,Trained,18,0
210,1942,7,Trained,Trained,19,0
211,1942,7,Trained,Trained,19,0
212,1942,7,Trained,Trained,19,0
213,1942,7,Trained,Trained,23,0
214,1942,7,Trained,Trained,24,0
215,1942,7,Trained,Trained,26,0
216,1942,7,Trained,Trained,27,0
217,1942,7,Trained,Trained,28,0
218,1942,7,Trained,Trained,28,0
219,1942,7,Trained,Trained,29,0
220,1942,7,Trained,Trained,29,0
221,1942,7,Trained,Trained,32,0
222,1942,7,Trained,Trained,38,0
223,1942,7,Trained,Trained,39,0
224,1942,7,Trained,Trained,41,0
225,1942,7,Trained,Trained,41,0
226,1942,7,Trained,Trained,42,0
227,1942,7,Trained,Trained,44,0
228,1942,7,Trained,Trained,56,0
229,1942,7,Trained,Trained,84,0
230,1942,7,Trained,Trained,94,0
231,1942,7,Trained,Trained,105,0
232,1942,7,Trained,Trained,151,1
233,1942,7,Trained,Trained,151,1
234,1942,7,Trained,Trained,151,1
235,1942,7,Control,Control,8,0
236,1942,7,Control,Control,9,0
237,1942,7,Control,Control,11,0
238,1942,7,Control,Control,15,0
239,1942,7,Control,Control,16,0
240,1942,7,Control,Control,21,0
241,1942,7,Control,Control,21,0
242,1942,7,Control,Control,21,0
243,1942,7,Control,Control,24,0
244,1942,7,Control,Control,24,0
245,1942,7,Control,Control,25,0
246,1942,7,Control,Control,27,0
247,1942,7,Control,Control,28,0
248,1942,7,Control,Control,28,0
249,1942,7,Control,Control,29,0
250,1942,7,Control,Control,30,0
251,1942,7,Control,Control,30,0
252,1942,7,Control,Control,31,0
253,1942,7,Control,Control,31,0
254,1942,7,Control,Control,31,0
255,1942,7,Control,Control,32,0
256,1942,7,Control,Control,35,0
257,1942,7,Control,Control,40,0
258,1942,7,Control,Control,44,0
259,1942,7,Control,Control,50,0
260,1942,7,Control,Control,63,0
261,1942,7,Control,Control,63,0
262,1942,7,Control,Control,65,0
263,1942,7,Control,Control,90,0
264,1942,7,Control,Control,94,0
265,1942,7,Control,Control,100,0
266,1942,7,Control,Control,102,0
267,1942,7,Control,Control,151,1
268,1942,8,Trained,Trained,1,0
269,1942,8,Trained,Trained,6,0
270,1942,8,Trained,Trained,8,0
271,1942,8,Trained,Trained,10,0
272,1942,8,Trained,Trained,17,0
273,1942,8,Trained,Trained,18,0
274,1942,8,Trained,Trained,19,0
275,1942,8,Trained,Trained,19,0
276,1942,8,Trained,Trained,20,0
277,1942,8,Trained,Trained,22,0
278,1942,8,Trained,Trained,24,0
279,1942,8,Trained,Trained,26,0
280,1942,8,Trained,Trained,26,0
281,1942,8,Trained,Trained,30,0
282,1942,8,Trained,Trained,30,0
283,1942,8,Trained,Trained,30,0
284,1942,8,Trained,Trained,31,0
285,1942,8,Trained,Trained,33,0
286,1942,8,Trained,Trained,33,0
287,1942,8,Trained,Trained,34,0
288,1942,8,Trained,Trained,34,0
289,1942,8,Trained,Trained,35,0
290,1942,8,Trained,Trained,38,0
291,1942,8,Trained,Trained,41,0
292,1942,8,Trained,Trained,42,0
293,1942,8,Trained,Trained,42,0
294,1942,8,Trained,Trained,47,0
295,1942,8,Trained,Trained,51,0
296,1942,8,Trained,Trained,55,0
297,1942,8,Trained,Trained,64,0
298,1942,8,Trained,Trained,74,0
299,1942,8,Trained,Trained,75,0
300,1942,8,Trained,Trained,76,0
301,1942,8,Trained,Trained,78,0
302,1942,8,Trained,Trained,81,0
303,1942,8,Trained,Trained,151,1
304,1942,8,Trained,Trained,151,1
305,1942,8,Trained,Trained,151,1
306,1942,8,Trained,Trained,151,1
307,1942,8,Trained,Trained,151,1
308,1942,8,Trained,Trained,151,1
309,1942,8,Control,Control,3,0
310,1942,8,Control,Control,4,0
311,1942,8,Control,Control,6,0
312,1942,8,Control,Control,13,0
313,1942,8,Control,Control,17,0
314,1942,8,Control,Control,18,0
315,1942,8,Control,Control,21,0
316,1942,8,Control,Control,24,0
317,1942,8,Control,Control,24,0
318,1942,8,Control,Control,27,0
319,1942,8,Control,Control,28,0
320,1942,8,Control,Control,31,0
321,1942,8,Control,Control,32,0
322,1942,8,Control,Control,38,0
323,1942,8,Control,Control,46,0
324,1942,8,Control,Control,151,1
325,1942,9,Trained,Trained,1,0
326,1942,9,Trained,Trained,2,0
327,1942,9,Trained,Trained,2,0
328,1942,9,Trained,Trained,5,0
329,1942,9,Trained,Trained,6,0
330,1942,9,Trained,Trained,12,0
331,1942,9,Trained,Trained,16,0
332,1942,9,Trained,Trained,20,0
333,1942,9,Trained,Trained,21,0
334,1942,9,Trained,Trained,25,0
335,1942,9,Trained,Trained,28,0
336,1942,9,Trained,Trained,65,0
337,1942,9,Control,Control,4,0
338,1942,9,Control,Control,12,0
339,1942,9,Control,Control,14,0
340,1942,9,Control,Control,15,0
341,1942,9,Control,Control,17,0
342,1942,9,Control,Control,18,0
343,1942,9,Control,Control,19,0
344,1942,9,Control,Control,20,0
345,1942,9,Control,Control,21,0
346,1942,9,Control,Control,21,0
347,1942,9,Control,Control,22,0
348,1942,9,Control,Control,22,0
349,1942,9,Control,Control,23,0
350,1942,9,Control,Control,23,0
351,1942,9,Control,Control,23,0
352,1942,9,Control,Control,24,0
353,1942,9,Control,Control,25,0
354,1942,9,Control,Control,25,0
355,1942,9,Control,Control,25,0
356,1942,9,Control,Control,26,0
357,1942,9,Control,Control,26,0
358,1942,9,Control,Control,27,0
359,1942,9,Control,Control,27,0
360,1942,9,Control,Control,28,0
361,1942,9,Control,Control,28,0
362,1942,9,Control,Control,29,0
363,1942,9,Control,Control,31,0
364,1942,9,Control,Control,31,0
365,1942,9,Control,Control,31,0
366,1942,9,Control,Control,34,0
367,1942,9,Control,Control,36,0
368,1942,9,Control,Control,36,0
369,1942,9,Control,Control,39,0
370,1942,9,Control,Control,40,0
371,1942,9,Control,Control,40,0
372,1942,9,Control,Control,41,0
373,1942,9,Control,Control,42,0
374,1942,9,Control,Control,44,0
375,1942,9,Control,Control,47,0
376,1942,9,Control,Control,59,0
377,1942,9,Control,Control,60,0
378,1942,9,Control,Control,65,0
379,1942,9,Control,Control,69,0
380,1942,9,Control,Control,76,0
381,1942,9,Control,Control,124,0
382,1942,9,Control,Control,151,1
383,1942,9,Control,Control,151,1
384,1942,10,Trained,Trained,2,0
385,1942,10,Trained,Trained,16,0
386,1942,10,Trained,Trained,18,0
387,1942,10,Trained,Trained,18,0
388,1942,10,Trained,Trained,19,0
389,1942,10,Trained,Trained,19,0
390,1942,10,Trained,Trained,19,0
391,1942,10,Trained,Trained,21,0
392,1942,10,Trained,Trained,26,0
393,1942,10,Trained,Trained,27,0
394,1942,10,Trained,Trained,37,0
395,1942,10,Trained,Trained,44,0
396,1942,10,Trained,Trained,131,0
397,1942,10,Control,Control,12,0
398,1942,10,Control,Control,14,0
399,1942,10,Control,Control,15,0
400,1942,10,Control,Control,17,0
401,1942,10,Control,Control,19,0
402,1942,10,Control,Control,20,0
403,1942,10,Control,Control,21,0
404,1942,10,Control,Control,22,0
405,1942,10,Control,Control,25,0
406,1942,10,Control,Control,25,0
407,1942,10,Control,Control,27,0
408,1942,10,Control,Control,28,0
409,1942,10,Control,Control,32,0
410,1942,10,Control,Control,33,0
411,1942,10,Control,Control,34,0
412,1942,10,Control,Control,36,0
413,1942,10,Control,Control,41,0
414,1942,10,Control,Control,42,0
415,1942,10,Control,Control,43,0
416,1942,10,Control,Control,44,0
417,1942,10,Control,Control,47,0
418,1942,10,Control,Control,47,0
419,1942,10,Control,Control,47,0
420,1942,10,Control,Control,49,0
421,1942,10,Control,Control,50,0
422,1942,10,Control,Control,50,0
423,1942,10,Control,Control,59,0
424,1942,10,Control,Control,61,0
425,1942,10,Control,Control,67,0
426,1942,10,Control,Control,68,0
427,1942,10,Control,Control,85,0
428,1942,10,Control,Control,89,0
429,1942,10,Control,Control,113,0
430,1942,10,Control,Control,138,0
431,1942,10,Control,Control,151,1
432,1942,10,Control,Control,151,1
433,1942,10,Control,Control,151,1
434,1942,11,Trained,Trained,5,0
435,1942,11,Trained,Trained,8,0
436,1942,11,Trained,Trained,8,0
437,1942,11,Trained,Trained,10,0
438,1942,11,Trained,Trained,12,0
439,1942,11,Trained,Trained,15,0
440,1942,11,Trained,Trained,16,0
441,1942,11,Trained,Trained,16,0
442,1942,11,Trained,Trained,16,0
443,1942,11,Trained,Trained,17,0
444,1942,11,Trained,Trained,20,0
445,1942,11,Trained,Trained,20,0
446,1942,11,Trained,Trained,21,0
447,1942,11,Trained,Trained,22,0
448,1942,11,Trained,Trained,22,0
449,1942,11,Trained,Trained,24,0
450,1942,11,Trained,Trained,24,0
451,1942,11,Trained,Trained,24,0
452,1942,11,Trained,Trained,25,0
453,1942,11,Trained,Trained,25,0
454,1942,11,Trained,Trained,25,0
455,1942,11,Trained,Trained,28,0
456,1942,11,Trained,Trained,28,0
457,1942,11,Trained,Trained,28,0
458,1942,11,Trained,Trained,28,0
459,1942,11,Trained,Trained,29,0
460,1942,11,Trained,Trained,29,0
461,1942,11,Trained,Trained,30,0
462,1942,11,Trained,Trained,30,0
463,1942,11,Trained,Trained,30,0
464,1942,11,Trained,Trained,33,0
465,1942,11,Trained,Trained,34,0
466,1942,11,Trained,Trained,34,0
467,1942,11,Trained,Trained,36,0
468,1942,11,Trained,Trained,37,0
469,1942,11,Trained,Trained,38,0
470,1942,11,Trained,Trained,38,0
471,1942,11,Trained,Trained,38,0
472,1942,11,Trained,Trained,41,0
473,1942,11,Trained,Trained,42,0
474,1942,11,Trained,Trained,45,0
475,1942,11,Trained,Trained,46,0
476,1942,11,Trained,Trained,53,0
477,1942,11,Trained,Trained,68,0
478,1942,11,Control,Control,5,0
479,1942,11,Control,Control,6,0
480,1942,11,Control,Control,6,0
481,1942,11,Control,Control,6,0
482,1942,11,Control,Control,8,0
483,1942,11,Control,Control,10,0
484,1942,11,Control,Control,10,0
485,1942,11,Control,Control,11,0
486,1942,11,Control,Control,13,0
487,1942,11,Control,Control,16,0
488,1942,11,Control,Control,16,0
489,1942,11,Control,Control,18,0
490,1942,11,Control,Control,18,0
491,1942,11,Control,Control,18,0
492,1942,11,Control,Control,18,0
493,1942,11,Control,Control,19,0
494,1942,11,Control,Control,19,0
495,1942,11,Control,Control,20,0
496,1942,11,Control,Control,20,0
497,1942,11,Control,Control,20,0
498,1942,11,Control,Control,21,0
499,1942,11,Control,Control,22,0
500,1942,11,Control,Control,22,0
501,1942,11,Control,Control,23,0
502,1942,11,Control,Control,23,0
503,1942,11,Control,Control,23,0
504,1942,11,Control,Control,23,0
505,1942,11,Control,Control,23,0
506,1942,11,Control,Control,25,0
507,1942,11,Control,Control,25,0
508,1942,11,Control,Control,26,0
509,1942,11,Control,Control,26,0
510,1942,11,Control,Control,27,0
511,1942,11,Control,Control,27,0
512,1942,11,Control,Control,27,0
513,1942,11,Control,Control,27,0
514,1942,11,Control,Control,27,0
515,1942,11,Control,Control,29,0
516,1942,11,Control,Control,29,0
517,1942,11,Control,Control,31,0
518,1942,11,Control,Control,32,0
519,1942,11,Control,Control,32,0
520,1942,11,Control,Control,33,0
521,1942,11,Control,Control,33,0
522,1942,11,Control,Control,34,0
523,1942,11,Control,Control,37,0
524,1942,11,Control,Control,38,0
525,1942,11,Control,Control,40,0
526,1942,11,Control,Control,40,0
527,1942,11,Control,Control,41,0
528,1942,11,Control,Control,44,0
529,1942,11,Control,Control,44,0
530,1942,11,Control,Control,47,0
531,1942,11,Control,Control,59,0
532,1942,11,Control,Control,59,0
533,1942,11,Control,Control,72,0
534,1942,11,Control,Control,73,0
535,1942,11,Control,Control,151,1
536,1942,11,Control,Control,151,1
537,1942,11,Control,Control,151,1
538,1942,12,Trained,Trained,3,0
539,1942,12,Trained,Trained,14,0
540,1942,12,Trained,Trained,20,0
541,1942,12,Trained,Trained,20,0
542,1942,12,Trained,Trained,20,0
543,1942,12,Trained,Trained,21,0
544,1942,12,Trained,Trained,21,0
545,1942,12,Trained,Trained,23,0
546,1942,12,Trained,Trained,24,0
547,1942,12,Trained,Trained,24,0
548,1942,12,Trained,Trained,26,0
549,1942,12,Trained,Trained,28,0
550,1942,12,Trained,Trained,28,0
551,1942,12,Trained,Trained,29,0
552,1942,12,Trained,Trained,30,0
553,1942,12,Trained,Trained,31,0
554,1942,12,Trained,Trained,32,0
555,1942,12,Trained,Trained,32,0
556,1942,12,Trained,Trained,33,0
557,1942,12,Trained,Trained,35,0
558,1942,12,Trained,Trained,39,0
559,1942,12,Trained,Trained,43,0
560,1942,12,Trained,Trained,43,0
561,1942,12,Trained,Trained,43,0
562,1942,12,Trained,Trained,45,0
563,1942,12,Trained,Trained,57,0
564,1942,12,Trained,Trained,60,0
565,1942,12,Trained,Trained,70,0
566,1942,12,Trained,Trained,72,0
567,1942,12,Trained,Trained,75,0
568,1942,12,Trained,Trained,76,0
569,1942,12,Trained,Trained,77,0
570,1942,12,Trained,Trained,108,0
571,1942,12,Trained,Trained,151,1
572,1942,12,Trained,Trained,151,1
573,1942,12,Trained,Trained,151,1
574,1942,12,Control,Control,3,0
575,1942,12,Control,Control,3,0
576,1942,12,Control,Control,3,0
577,1942,12,Control,Control,4,0
578,1942,12,Control,Control,5,0
579,1942,12,Control,Control,6,0
580,1942,12,Control,Control,6,0
581,1942,12,Control,Control,7,0
582,1942,12,Control,Control,13,0
583,1942,12,Control,Control,13,0
584,1942,12,Control,Control,13,0
585,1942,12,Control,Control,17,0
586,1942,12,Control,Control,19,0
587,1942,12,Control,Control,20,0
588,1942,12,Control,Control,21,0
589,1942,12,Control,Control,21,0
590,1942,12,Control,Control,22,0
591,1942,12,Control,Control,22,0
592,1942,12,Control,Control,24,0
593,1942,12,Control,Control,25,0
594,1942,12,Control,Control,25,0
595,1942,12,Control,Control,26,0
596,1942,12,Control,Control,27,0
597,1942,12,Control,Control,27,0
598,1942,12,Control,Control,28,0
599,1942,12,Control,Control,35,0
600,1942,12,Control,Control,35,0
601,1942,12,Control,Control,36,0
602,1942,12,Control,Control,43,0
603,1942,12,Control,Control,63,0
604,1942,12,Control,Control,151,1
605,1942,12,Control,Control,151,1
606,1942,12,Control,Control,151,1
607,1942,13,Trained,Trained,2,0
608,1942,13,Trained,Trained,3,0
609,1942,13,Trained,Trained,4,0
610,1942,13,Trained,Trained,5,0
611,1942,13,Trained,Trained,8,0
612,1942,13,Trained,Trained,9,0
613,1942,13,Trained,Trained,10,0
614,1942,13,Trained,Trained,10,0
615,1942,13,Trained,Trained,10,0
616,1942,13,Trained,Trained,10,0
617,1942,13,Trained,Trained,12,0
618,1942,13,Trained,Trained,14,0
619,1942,13,Trained,Trained,17,0
620,1942,13,Trained,Trained,17,0
621,1942,13,Trained,Trained,18,0
622,1942,13,Trained,Trained,19,0
623,1942,13,Trained,Trained,19,0
624,1942,13,Trained,Trained,19,0
625,1942,13,Trained,Trained,24,0
626,1942,13,Trained,Trained,25,0
627,1942,13,Trained,Trained,27,0
628,1942,13,Trained,Trained,27,0
629,1942,13,Trained,Trained,28,0
630,1942,13,Trained,Trained,30,0
631,1942,13,Trained,Trained,31,0
632,1942,13,Trained,Trained,33,0
633,1942,13,Trained,Trained,35,0
634,1942,13,Trained,Trained,37,0
635,1942,13,Trained,Trained,39,0
636,1942,13,Trained,Trained,42,0
637,1942,13,Trained,Trained,43,0
638,1942,13,Trained,Trained,79,0
639,1942,13,Trained,Trained,151,1
640,1942,13,Trained,Trained,151,1
641,1942,13,Trained,Trained,151,1
642,1942,13,Trained,Trained,151,1
643,1942,13,Trained,Trained,151,1
644,1942,13,Trained,Trained,151,1
645,1942,13,Control,Control,10,0
646,1942,13,Control,Control,10,0
647,1942,13,Control,Control,24,0
648,1942,13,Control,Control,26,0
649,1942,13,Control,Control,30,0
650,1942,13,Control,Control,31,0
651,1942,13,Control,Control,36,0
652,1942,13,Control,Control,38,0
653,1942,13,Control,Control,40,0
654,1942,13,Control,Control,141,0
655,1942,13,Control,Control,151,1
656,1942,14,Trained,Trained,1,0
657,1942,14,Trained,Trained,1,0
658,1942,14,Trained,Trained,2,0
659,1942,14,Trained,Trained,2,0
660,1942,14,Trained,Trained,2,0
661,1942,14,Trained,Trained,2,0
662,1942,14,Trained,Trained,3,0
663,1942,14,Trained,Trained,3,0
664,1942,14,Trained,Trained,3,0
665,1942,14,Trained,Trained,4,0
666,1942,14,Trained,Trained,4,0
667,1942,14,Trained,Trained,4,0
668,1942,14,Trained,Trained,4,0
669,1942,14,Trained,Trained,5,0
670,1942,14,Trained,Trained,5,0
671,1942,14,Trained,Trained,6,0
672,1942,14,Trained,Trained,6,0
673,1942,14,Trained,Trained,6,0
674,1942,14,Trained,Trained,7,0
675,1942,14,Trained,Trained,7,0
676,1942,14,Trained,Trained,7,0
677,1942,14,Trained,Trained,8,0
678,1942,14,Trained,Trained,8,0
679,1942,14,Trained,Trained,8,0
680,1942,14,Trained,Trained,9,0
681,1942,14,Trained,Trained,10,0
682,1942,14,Trained,Trained,11,0
683,1942,14,Trained,Trained,12,0
684,1942,14,Trained,Trained,13,0
685,1942,14,Trained,Trained,13,0
686,1942,14,Trained,Trained,13,0
687,1942,14,Trained,Trained,14,0
688,1942,14,Trained,Trained,14,0
689,1942,14,Trained,Trained,15,0
690,1942,14,Trained,Trained,16,0
691,1942,14,Trained,Trained,20,0
692,1942,14,Trained,Trained,22,0
693,1942,14,Trained,Trained,22,0
694,1942,14,Trained,Trained,23,0
695,1942,14,Trained,Trained,25,0
696,1942,14,Trained,Trained,25,0
697,1942,14,Trained,Trained,26,0
698,1942,14,Trained,Trained,26,0
699,1942,14,Trained,Trained,26,0
700,1942,14,Trained,Trained,30,0
701,1942,14,Trained,Trained,38,0
702,1942,14,Trained,Trained,39,0
703,1942,14,Trained,Trained,46,0
704,1942,14,Trained,Trained,47,0
705,1942,14,Trained,Trained,47,0
706,1942,14,Control,Control,3,0
707,1942,14,Control,Control,3,0
708,1942,14,Control,Control,4,0
709,1942,14,Control,Control,5,0
710,1942,14,Control,Control,5,0
711,1942,14,Control,Control,5,0
712,1942,14,Control,Control,5,0
713,1942,14,Control,Control,6,0
714,1942,14,Control,Control,6,0
715,1942,14,Control,Control,7,0
716,1942,14,Control,Control,7,0
717,1942,14,Control,Control,9,0
718,1942,14,Control,Control,11,0
719,1942,14,Control,Control,13,0
720,1942,14,Control,Control,14,0
721,1942,14,Control,Control,15,0
722,1942,14,Control,Control,15,0
723,1942,14,Control,Control,18,0
724,1942,14,Control,Control,19,0
725,1942,14,Control,Control,20,0
726,1942,14,Control,Control,21,0
727,1942,14,Control,Control,22,0
728,1942,14,Control,Control,25,0
729,1942,14,Control,Control,25,0
730,1942,14,Control,Control,26,0
731,1942,14,Control,Control,26,0
732,1942,14,Control,Control,29,0
733,1942,14,Control,Control,30,0
734,1942,14,Control,Control,31,0
735,1942,14,Control,Control,32,0
736,1942,14,Control,Control,32,0
737,1942,14,Control,Control,33,0
738,1942,14,Control,Control,34,0
739,1942,14,Control,Control,34,0
740,1942,14,Control,Control,38,0
741,1942,14,Control,Control,41,0
742,1942,14,Control,Control,47,0
743,1942,15,Trained,Trained,1,0
744,1942,15,Trained,Trained,3,0
745,1942,15,Trained,Trained,4,0
746,1942,15,Trained,Trained,5,0
747,1942,15,Trained,Trained,6,0
748,1942,15,Trained,Trained,7,0
749,1942,15,Trained,Trained,8,0
750,1942,15,Trained,Trained,8,0
751,1942,15,Trained,Trained,8,0
752,1942,15,Trained,Trained,8,0
753,1942,15,Trained,Trained,10,0
754,1942,15,Trained,Trained,10,0
755,1942,15,Trained,Trained,11,0
756,1942,15,Trained,Trained,11,0
757,1942,15,Trained,Trained,12,0
758,1942,15,Trained,Trained,12,0
759,1942,15,Trained,Trained,12,0
760,1942,15,Trained,Trained,14,0
761,1942,15,Trained,Trained,15,0
762,1942,15,Trained,Trained,15,0
763,1942,15,Trained,Trained,15,0
764,1942,15,Trained,Trained,16,0
765,1942,15,Trained,Trained,16,0
766,1942,15,Trained,Trained,17,0
767,1942,15,Trained,Trained,17,0
768,1942,15,Trained,Trained,17,0
769,1942,15,Trained,Trained,18,0
770,1942,15,Trained,Trained,18,0
771,1942,15,Trained,Trained,20,0
772,1942,15,Trained,Trained,20,0
773,1942,15,Trained,Trained,20,0
